Age,Height,Weight,H_Cal_Consump,Water_Consump,Alcohol_Consump,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Gender_Female,Gender_Male,Transport_Automobile,Transport_Bike,Transport_Motorbike,Transport_Public_Transportation,Transport_Walking,Body_Level
-0.09102887751996977,0.2794671325924167,-0.9165758619053512,1,-1.4570273680070371,3,1,1,0,-0.3517544993065726,1.1298080279416007,1,0,0,0,0,1,0,1
-0.5475954334929832,0.4989248390256932,-0.7946969031684297,1,1.4118706940876167,2,2,1,0,0.6418995437369518,2.095332968586517,0,1,0,0,0,1,0,1
-0.875805080469446,0.13425372155152054,-0.9918438705264948,1,-1.3647078735082272,2,2,0,0,-0.7727001695500918,0.5074343338564012,1,0,0,0,0,1,0,1
-0.6791501843245118,-0.048402122901842426,-0.9960161999727484,1,-1.4751462660602008,2,2,0,0,0.9996563397389453,0.5074343338564012,1,0,0,0,0,1,0,1
-0.5591919918310132,1.011516298433164,-0.6639616866683284,1,0.18827563349398124,3,2,1,0,1.0295497405704543,1.2113942597940341,0,1,1,0,0,0,0,1
-0.7682981866246924,1.6633597218398684,-0.6448047155207983,1,0.5613244770961471,3,2,1,0,1.014651240853506,0.7112490631171853,0,1,1,0,0,0,0,1
-0.8464727852817889,0.447265852529464,-0.9818944787721893,1,-1.071636643290373,2,2,1,0,-0.47452392105808705,1.2810950703655126,0,1,0,0,0,1,0,1
1.1421806410931545,-0.8735407824087946,-1.0112072896424826,1,0.06607512644357039,3,1,1,0,-0.3208444000142048,-1.0804643008737147,1,0,0,0,0,1,0,1
0.05798799358358639,-1.0222876681260336,-1.208110600386612,0,-0.06606083316426493,3,1,0,0,-0.7746685515757454,-1.0804643008737147,1,0,0,0,0,1,0,1
-0.5142122174624734,-0.5725032045006759,-1.0318531667392752,0,0.06607512644357039,2,2,0,0,0.9996563397389453,0.5074343338564012,1,0,1,0,0,0,0,1
-0.7663863593174602,0.047404633454060624,-0.9918438705264948,1,-1.385102951180062,2,2,0,0,-0.5484682768122244,0.5074343338564012,1,0,0,0,0,1,0,1
-0.4717466588106224,-1.6653697274229777,-1.3411811595066534,1,-1.1266969993975762,2,1,0,0,-1.193574099218644,-0.4394391494249753,1,0,0,0,0,1,0,1
-0.8432212833651092,0.061641850132422106,-0.9883043281091426,1,-1.434934288930904,2,2,0,0,-0.3238799230924906,0.5564178309405559,1,0,0,0,0,1,0,1
-1.0244330405783695,0.160517150286201,-1.1819429603009015,1,0.3905268204063446,2,2,0,0,1.4568971361832834,1.1474162359021232,1,0,0,0,0,1,0,1
-1.0126030691914467,1.0805843633786216,-0.6717695008242524,1,0.06607512644357039,3,1,0,0,0.9996563397389453,0.5074343338564012,0,1,0,0,0,0,1,1
-0.8464727852817889,0.9772663903861655,-0.9118252781009342,0,0.06607512644357039,2,2,0,0,-0.1212901441184582,0.5074343338564012,0,1,0,0,0,1,0,1
-0.5228277339860284,-1.6998675986051588,-1.4170817551102173,1,0.03630847881349357,2,2,0,0,1.3436120426316862,0.0635436221121363,1,0,0,0,0,1,0,1
-0.34808193355281564,-1.8123188804101467,-1.3119182402287373,1,-1.5223265613940413,2,1,0,0,-1.2422366279758617,-1.0804643008737147,1,0,0,0,0,1,0,1
-0.998836350954705,-0.563989803526096,-1.2573053508518113,1,1.5134060951792603,2,2,0,0,1.666762978784034,1.1111597463753302,1,0,0,0,0,1,0,1
-0.4223928401970251,-1.776922142862932,-1.3119182402287373,1,-1.2283737682394371,2,1,0,0,-1.2422366279758617,-0.9587455189271125,1,0,0,0,0,1,0,1
-0.7831136853437561,0.28035566716015214,-0.840449613871147,1,0.18074819789531907,2,2,1,0,0.4257171676996645,2.095332968586517,0,1,0,0,0,1,0,1
-1.0126030691914467,2.11376409330318,-0.5917509083986918,0,0.06607512644357039,3,2,0,0,2.1206028235963488,0.5074343338564012,0,1,0,0,0,0,1,1
-0.934618689709427,1.0665847780381439,-0.6072458286638659,1,0.06607512644357039,3,2,1,0,0.9996563397389453,-0.8692658429614356,0,1,1,0,0,0,0,1
0.37966124453962297,-0.6719054263167166,-1.1493623101438368,1,0.4032864511647437,3,1,1,0,0.5702015647364646,-1.0804643008737147,1,0,0,0,0,1,0,1
-0.15255954755329323,0.22779781429888912,-0.9321517209767638,1,-1.4200684375344317,3,1,1,0,1.2306329674701826,2.0287825489063436,1,0,0,0,0,1,0,1
0.17747553898276852,-0.5102024667862228,-0.9982579608488465,1,1.226402559408946,3,1,1,0,-1.1222079203773787,-1.0804643008737147,1,0,0,0,0,1,0,1
-0.8464727852817889,0.24257228443681075,-0.9094913358063617,1,-0.3282884794076885,2,2,1,0,-1.0167739359987191,1.6877495591253564,0,1,0,0,0,1,0,1
-0.8464727852817889,1.4938562553484458,-0.5917509083986918,1,0.06607512644357039,2,2,1,1,0.9996563397389453,-1.0804643008737147,0,1,1,0,0,0,0,1
-0.6803425013721311,-1.6018085104380173,-1.3116669018299287,0,-0.9921069591820318,2,1,0,1,0.8621935514770281,-0.49139678065197945,1,0,0,0,0,1,0,1
-0.334023158276961,0.9489985929754288,-0.6483582211825287,1,0.682287619231733,3,2,1,0,0.9731358668773629,1.5753088689014823,0,1,1,0,0,0,0,1
